#{"t_start": 1764859559.858697, "env_id": "None"}
r,l,t
-13.441364,115,5.2557
-1.770579,160,8.043217
9.502257,168,11.138151
-4.019583,182,14.65882
-9.48794,168,17.979185
-5.33415,164,21.248415
0.490403,155,24.598411
-4.892869,156,27.854745
-4.339324,149,31.040201
0.888798,170,34.602115
-4.546708,132,37.478496
-10.038732,103,39.755771
4.077855,157,43.103651
-11.734516,101,45.627596
-3.693206,172,49.339057
2.454341,165,53.093091
-2.528032,178,57.122287
-2.441977,47,57.972651
-4.572789,141,60.389891
-4.791229,158,63.325227
-3.12001,161,66.286454
-3.244696,137,68.764918
-11.366481,128,71.062404
-2.49541,154,73.693997
5.93073,182,76.954598
-5.508208,208,80.494417
-5.096547,156,83.337953
-3.573088,146,85.778203
-3.065518,144,88.325614
-4.985846,145,90.834801
-10.048685,101,92.546908
-2.681889,132,94.806701
-1.943893,141,97.228197
23.92225,104,99.045079
-6.152527,386,105.534277
-4.229711,159,108.30999
-1.993879,153,110.902151
-5.229639,133,113.399856
24.093092,102,115.168396
-1.366686,159,117.954545
-4.913966,146,120.464087
-1.952542,174,123.363605
-6.70657,131,125.56837
-5.662996,145,128.153691
5.325896,161,130.856318
-10.704359,150,133.441123
-2.93635,136,135.890898
-0.936507,136,138.193313
-0.821401,152,140.820272
-3.892544,160,144.454679
-4.649362,161,147.368038
-5.111075,144,150.068071
-2.800187,172,153.206861
-6.472182,146,155.848822
-1.863713,128,158.155178
0.975387,141,160.812037
3.113295,155,163.623427
-11.71696,133,166.038304
-3.561716,127,168.341983
-5.442756,207,172.294714
-8.315441,122,174.57158
-12.773649,94,176.281749
-11.227631,144,178.874926
-4.58267,178,182.250444
-5.31993,129,184.59294
-11.793101,129,186.901127
-1.666627,177,190.277076
1.45958,149,192.960156
-2.32128,156,195.81252
8.115654,347,202.186612
-7.998842,1,202.204393
13.462518,193,205.726524
-9.841943,107,207.66537
-9.263304,113,209.70933
3.930336,74,211.149842
7.326094,213,214.964561
-3.00512,249,219.482754
-4.89375,133,221.969308
-1.143844,130,224.267949
-3.857285,55,225.290896
24.685405,106,227.234824
-6.402903,140,229.776236
-4.496444,158,232.87035
-6.871956,148,235.566695
-2.813003,164,238.564785
29.83222,176,241.919681
-6.164177,169,244.997369
3.987071,328,250.873062
-6.885997,166,254.115793
-7.993832,118,256.224614
-7.897871,214,260.109944
-4.760134,188,263.703527
7.500728,211,267.507149
-5.171136,173,270.681362
-12.597224,87,272.295432
-13.31501,250,276.847656
-5.553058,147,279.545271
-5.501643,183,282.901593
-3.250403,213,286.702411
-13.894154,73,288.009464
5.585725,405,295.505499
-11.612904,126,297.806885
4.433878,165,301.249247
-9.928146,117,303.646852
11.132472,500,312.991702
-7.311862,268,318.00269
-10.018689,101,319.824399
-2.99123,178,325.978459
4.72772,178,332.162469
-4.799427,200,337.568659
9.431864,191,341.857749
0.691429,232,347.135053
6.738689,383,354.901589
17.172588,500,364.27512
9.258772,171,367.512872
-4.328668,281,372.700619
0.910668,200,376.360363
2.996767,169,379.721132
-8.597075,159,384.034296
-4.080107,235,392.201504
19.45105,500,413.066876
-2.124438,190,419.348129
12.656554,202,425.867433
-5.777141,172,432.165194
24.58839,500,449.511559
20.066035,197,456.27283
-0.627205,91,459.417794
-0.029392,62,461.815604
-1.180875,251,470.308905
8.382261,248,479.133502
-5.61216,98,486.462398
18.94731,500,504.026209
-3.33982,182,510.006743
-2.182758,287,519.521713
-3.529547,99,522.834174
-6.156716,183,530.521848
4.930754,273,539.920695
5.765849,160,545.105148
-6.073055,272,554.064197
0.140016,104,557.643557
-9.103862,147,562.302702
-6.931594,167,567.898128
-1.477118,261,576.368569
16.763929,500,593.050953
0.90845,124,597.161908
-4.794178,185,608.734559
-2.314843,184,615.287453
3.563794,196,621.906009
-2.715276,293,631.713487
-9.459233,56,633.486468
-0.581948,232,640.79747
24.628423,500,656.922809
-8.920022,330,667.821617
-4.421515,174,673.579928
16.363279,500,689.538763
-1.46501,189,695.60359
-6.922215,197,701.842408
15.117917,500,719.892735
17.412355,500,736.321972
-8.067048,134,740.670597
28.346577,183,746.667356
-8.234434,111,750.27611
-5.529391,215,757.34995
4.152805,342,768.328054
10.952689,197,774.609058
27.086234,500,791.426135
-2.685357,184,797.284913
6.532058,125,801.367897
12.200606,119,805.204309
-8.199826,213,812.05333
-7.992565,17,812.58336
-2.213801,221,819.78353
-0.727968,314,829.76428
15.015208,209,836.592847
-2.888571,233,844.166256
1.935962,226,851.508394
6.218964,173,856.960488
-7.129685,169,862.443133
-8.758322,131,866.7479
1.838393,462,881.676219
29.238824,500,898.022383
25.749219,500,914.315245
-8.055294,246,922.139652
9.833149,201,928.749476
-1.878758,234,936.415217
5.884165,94,939.378014
2.018892,305,949.187973
32.273388,446,963.487109
-8.506333,187,969.565014
-7.333921,235,977.172316
-0.143859,222,984.268034
26.104736,500,1000.642289
-9.975201,101,1003.81314
-1.744959,196,1010.134871
-3.973667,190,1016.181548
2.909658,86,1019.067483
13.798165,210,1025.79777
-3.003602,60,1027.714775
-6.163433,159,1032.931496
-4.938945,174,1038.437716
-8.717926,187,1044.532827
-4.83546,185,1050.560055
16.235298,122,1054.426029
4.500485,127,1058.410181
-5.206293,198,1064.921
-3.452491,187,1070.970088
1.359103,161,1076.116354
-8.120853,27,1076.973473
-0.976438,232,1084.470157
12.743275,500,1100.379874
0.82281,164,1105.780482
-0.309204,122,1109.595667
-3.909049,193,1115.839618
15.102105,330,1126.557459
-10.90317,125,1130.508042
-3.375173,244,1138.40526
26.87957,500,1154.545893
-3.040834,210,1161.102919
25.165068,118,1165.044383
15.040152,192,1171.090562
3.46809,83,1173.734362
-4.130063,192,1179.979459
13.988406,180,1185.87782
-2.475401,178,1191.632721
15.55018,133,1195.902508
-0.678203,284,1204.962526
-1.358754,158,1210.06424
18.109092,210,1216.739996
6.503278,164,1222.078352
33.637537,453,1236.55717
-4.042268,169,1244.012049
-3.289131,194,1253.770403
-1.492575,172,1267.308761
14.833638,203,1275.462045
0.082218,270,1287.550668
-2.408147,185,1293.965085
-2.103755,179,1299.542419
-9.113419,39,1300.8325
8.925955,239,1307.687725
16.311494,202,1311.334464
-1.921357,101,1312.877251
5.310782,358,1318.061867
-0.460807,211,1321.119316
7.776245,115,1322.859234
2.32965,238,1326.770458
27.81448,238,1330.944457
-4.187767,171,1334.154569
23.96326,101,1336.061581
26.600776,500,1345.305895
5.48146,167,1348.806481
0.915134,63,1349.968647
-1.834225,70,1351.740278
24.840636,335,1358.221188
-0.318995,210,1362.177481
30.8142,447,1370.522642
-0.507568,55,1371.421532
-0.081775,56,1372.388358
3.575761,81,1373.743085
11.273354,334,1379.951696
-2.409745,249,1384.601716
-0.308458,208,1388.358371
23.774569,101,1390.222998
4.053113,348,1396.950049
0.607158,282,1402.425563
-0.107737,86,1404.095066
0.164404,239,1410.852081
23.589403,101,1412.719365
3.552589,89,1414.428203
1.678606,213,1418.345961
-5.741345,57,1419.357944
-3.95054,176,1422.441198
-5.68507,209,1426.130777
1.848439,289,1431.193955
0.161672,215,1434.890552
15.811074,166,1438.109781
2.642272,72,1439.298722
3.619477,312,1444.579068
25.187872,129,1446.797055
1.12853,164,1449.806964
-1.591089,220,1453.806123
23.557168,101,1455.559306
26.672479,500,1464.355742
35.41929,500,1473.635308
-10.57228,171,1476.613728
2.79162,79,1477.990946
2.667184,222,1481.960324
39.42492,480,1490.471916
9.926924,123,1492.625076
15.876012,236,1497.019568
3.534351,77,1498.407584
7.81699,111,1500.515426
19.930335,173,1503.660643
4.963985,95,1505.305887
7.680746,133,1507.750226
24.725038,107,1509.607798
0.348079,187,1513.003744
5.291997,344,1519.210568
30.759226,500,1528.472325
-5.302991,184,1532.010977
5.804482,121,1534.275484
12.3606,352,1540.332346
28.975468,468,1549.228061
10.993655,138,1551.863648
6.568434,164,1555.068799
24.076795,101,1557.114091
-0.95749,126,1559.296131
-0.241969,57,1560.312162
-3.446569,141,1562.940519
18.351074,140,1565.540575
24.290484,102,1567.401217
0.773892,77,1568.889637
5.525981,254,1573.563758
-4.885979,94,1575.366066
-6.296632,46,1576.208632
29.833885,500,1585.269543
7.689494,268,1590.178612
1.496423,201,1593.811913
-4.190382,119,1595.836339
0.448622,54,1596.824181
4.463108,332,1602.790214
2.603717,65,1603.973902
-9.96497,130,1606.447683
-1.812886,168,1610.00337
1.897202,200,1613.603762
-6.974751,240,1618.206985
-4.945901,181,1621.512666
-1.856471,53,1622.44873
-4.089392,55,1623.410944
10.851796,110,1625.42179
1.526564,201,1628.977099
3.242633,77,1630.321374
0.627711,60,1631.402476
-7.262815,40,1632.12675
8.465887,111,1634.041916
22.481596,107,1635.989313
-9.924,101,1637.724212
26.768747,202,1641.259864
27.721416,204,1644.833879
10.280182,102,1646.793361
8.290482,175,1650.186158
1.448151,132,1652.817811
2.641919,63,1653.890948
11.183667,153,1656.777708
4.269828,90,1658.382861
3.913863,245,1662.808567
24.346743,500,1672.472627
6.674255,359,1679.451773
1.915632,367,1686.028656
24.270653,101,1687.978038
2.83943,214,1691.727561
2.249748,257,1696.587764
5.990644,87,1698.21562
-1.611784,168,1701.317193
-1.45916,50,1702.418248
29.162085,295,1709.498401
20.314711,191,1713.45235
1.76558,62,1714.689249
3.978366,172,1718.079145
24.100101,105,1720.280854
-5.690516,226,1741.470591
5.098627,160,1747.012414
4.0468,83,1753.079213
-1.010773,68,1756.017988
3.050488,86,1760.250639
12.380689,146,1771.042298
0.332765,61,1776.084214
9.403993,102,1780.137371
