#{"t_start": 1764859560.076289, "env_id": "None"}
r,l,t
-3.765995,187,6.251908
-4.180405,157,9.00196
-4.536341,149,11.839805
-5.38205,42,12.626552
0.018237,338,19.31982
-5.371247,147,22.371587
-13.485251,117,24.890093
-4.996776,159,28.198336
-10.463538,102,30.408951
0.099321,134,33.194866
1.323114,168,36.864023
-3.060252,147,40.076732
-4.66847,175,44.044785
5.435306,164,47.737031
-0.157847,156,51.090541
3.229677,171,55.122304
-3.880897,141,57.94014
-9.96519,84,59.375234
-12.974635,72,60.617391
4.413422,222,64.756234
-4.469173,183,68.133406
-0.086163,196,71.620384
-3.57966,164,74.430243
0.942551,174,77.524033
-3.538122,146,80.001342
-14.312224,107,81.845445
-3.541934,183,85.11334
-10.246332,82,86.569339
-6.139796,132,88.833675
0.357365,160,91.583843
3.986561,165,94.392161
-5.40492,139,96.819127
0.102571,140,99.224207
4.127722,143,101.574377
-10.51208,149,104.101403
-12.401627,146,106.645722
1.081693,156,109.328674
-4.824153,154,112.013443
-0.095355,151,114.755386
-10.980596,79,116.108023
0.611474,141,118.595254
-4.269169,150,121.167471
-9.72638,147,123.59593
-5.86354,151,126.152411
-0.543974,144,128.734988
-2.383921,127,130.83371
2.623087,157,133.538063
-3.786478,149,136.212135
2.835652,175,139.20095
-11.571475,166,142.72059
-6.905557,155,145.68995
-1.287255,159,148.67838
-6.375615,161,151.559895
-5.393442,154,154.404755
3.832036,108,156.308892
-5.691277,142,158.98501
-4.325527,153,161.755
-3.643819,148,164.422522
-3.172824,171,167.560311
5.276233,151,170.423432
-5.724638,200,174.186327
-10.788001,136,176.665177
-3.61847,189,180.177687
-2.716509,149,182.956656
12.215528,206,186.621253
-4.805404,182,190.09305
-5.491771,147,192.740559
-3.477845,168,195.807714
-3.876359,148,198.44505
-2.519469,133,200.950469
11.246789,210,204.810682
-5.740692,393,212.028889
-5.712295,74,213.34
-4.577143,247,217.810568
-3.071814,212,221.731932
7.999963,347,228.039268
-6.551555,160,231.093162
5.672724,235,235.420336
0.506848,211,239.253628
0.113391,177,242.655803
-4.978705,283,247.77254
-4.411313,186,251.294899
-12.45,100,253.149572
8.396766,169,256.174484
-3.687513,198,259.757618
-5.144703,190,263.385807
-6.380515,214,267.253951
3.76958,346,273.621027
12.467845,206,277.337352
15.593945,337,283.51209
2.501898,197,287.035251
-6.591909,195,290.524944
-7.133509,147,293.409977
-9.850442,140,295.929898
-9.295401,219,299.99862
3.151875,95,302.151163
29.93816,500,311.683773
20.410249,500,320.980919
-2.209453,184,329.409254
7.476987,478,341.359195
-6.237275,199,345.480662
0.933766,361,353.431442
-1.523822,220,357.635951
0.875099,316,363.479629
-11.165647,65,364.651659
10.173342,367,371.508086
-8.663638,135,373.995204
23.904741,500,385.682986
-8.21813,145,390.864739
-15.304686,121,395.665294
-0.569745,59,398.166063
-3.954017,191,406.723609
19.257804,500,423.851911
-2.868929,182,430.337125
-2.738619,190,437.211205
12.518062,267,446.408141
19.416489,500,463.646622
-5.859633,202,470.451499
4.733651,117,474.321414
16.182689,500,496.675456
-8.115361,297,506.551606
-0.151639,319,516.807882
10.850201,256,525.770777
-2.059647,196,533.707971
1.832371,114,537.790516
-6.038286,225,545.07865
20.12172,202,551.804548
7.528137,366,563.757634
-3.853042,320,574.239998
11.931449,169,580.100728
-3.317595,155,585.065719
0.12715,303,595.120752
-0.286637,62,597.224597
-8.824924,106,605.635967
23.180002,500,623.256271
-1.370671,73,625.583925
1.059566,105,628.939424
6.157356,111,632.909522
-7.030126,161,637.988224
0.91556,340,648.889805
11.449442,370,660.793828
16.120042,500,677.277234
0.605106,100,680.404796
-6.310666,282,689.50829
-8.375386,110,692.993539
-5.825031,191,699.126945
2.46567,93,702.07444
8.273981,234,709.891252
-7.600209,19,710.499682
15.006658,345,723.369141
5.620281,182,729.299461
-7.821726,4,729.421035
7.256433,360,741.231848
-1.251387,348,752.576815
17.128936,500,768.77749
17.348414,500,785.349072
-1.214907,335,796.251716
36.847234,456,811.015272
17.992123,500,827.073499
-9.892617,117,830.949351
-3.991324,175,836.530251
-10.009466,122,840.563047
5.868149,162,845.70739
15.116445,198,852.17652
-4.639933,194,858.286126
-4.078792,210,865.236877
-9.737086,101,868.469224
-8.669235,157,873.642756
-5.837975,229,880.961022
8.1312,165,886.445505
-7.168124,246,894.4937
1.534138,228,901.967062
-4.878283,174,907.546201
-4.789763,167,912.796282
3.061732,100,916.156198
-13.143034,232,923.490729
4.144757,177,929.374195
-7.01736,148,934.100301
33.306262,456,948.870911
-4.296508,222,956.060388
6.676693,447,970.393698
7.990297,147,975.076766
-5.782554,37,976.391977
4.020723,127,980.446679
-1.746456,247,988.610804
25.07705,500,1004.635055
-10.233638,162,1009.882003
-1.478137,258,1018.258446
3.908442,124,1022.226019
18.024798,500,1038.277308
3.390568,119,1042.205133
-7.575951,155,1047.123834
-5.793675,174,1052.806455
-3.325757,169,1058.129433
-2.772262,237,1065.863828
-6.100656,211,1072.69616
28.245963,500,1088.728985
-0.847487,148,1093.495663
-12.058385,190,1099.501752
3.060867,89,1102.5353
32.073415,393,1115.046411
0.516393,258,1123.452205
-3.31725,225,1130.576028
0.406745,249,1138.675677
24.154672,104,1141.989799
-0.969839,177,1147.651855
2.030598,165,1152.896979
-1.457962,262,1161.297274
-3.260551,196,1167.677268
5.615696,136,1171.965896
-1.686242,179,1177.826076
-9.916679,120,1181.629192
-1.502992,179,1187.458427
-6.675347,34,1188.55848
3.823316,119,1192.442271
-4.800809,236,1200.066908
-6.830366,174,1205.571143
25.796613,122,1209.532087
-6.349374,24,1210.277686
1.49958,286,1219.538139
1.457603,207,1226.051552
3.24177,110,1229.719668
5.90456,154,1234.566253
19.64689,186,1242.238748
-15.799225,96,1246.794107
7.413042,198,1258.479099
-4.36502,165,1268.937291
-4.081307,185,1276.449904
-2.219745,176,1285.300283
4.610229,255,1294.142326
21.259653,500,1308.536993
-2.771362,179,1311.584175
-6.091633,235,1315.04723
-4.705664,69,1316.122013
-7.05473,182,1318.689882
14.22295,176,1321.241023
-3.452594,200,1324.390354
-3.231258,208,1327.875229
24.965733,500,1337.136559
1.283315,198,1340.78893
5.325185,302,1346.504003
2.330585,66,1347.950229
33.050441,412,1356.26918
26.63734,500,1365.82916
-2.6594,274,1370.755902
-1.586843,186,1374.010348
25.91063,500,1383.162285
-0.550652,182,1386.607809
2.648123,63,1387.738988
3.657051,74,1389.022203
0.901485,116,1391.278048
2.452631,63,1392.408838
26.343008,500,1402.185921
2.622251,82,1403.765818
-5.551007,205,1409.709754
2.257625,158,1412.848686
23.572856,106,1414.810279
0.206831,57,1415.826845
0.83666,180,1419.179124
2.525037,218,1422.96495
8.788103,159,1425.809037
1.103147,56,1426.812273
4.230129,454,1434.67296
0.460533,122,1437.078197
3.918567,215,1440.786946
-1.225246,197,1444.109447
-3.141352,92,1445.646347
31.279305,275,1450.568601
10.509622,170,1453.737016
30.139147,250,1458.121352
12.356682,159,1460.851167
-8.640071,128,1463.103423
0.449111,219,1467.296825
25.707415,130,1469.682586
24.247393,101,1471.524894
32.642345,327,1477.278023
24.155818,110,1479.328778
31.797428,349,1485.319065
26.854279,156,1488.097671
-0.637235,50,1489.025591
25.566774,122,1491.214687
2.138919,67,1492.407484
29.319819,262,1497.283556
5.929748,93,1498.948019
3.99851,282,1504.110288
27.005785,211,1507.964225
-8.478534,155,1510.693924
23.920076,101,1512.516604
4.023553,101,1514.316171
2.677404,193,1517.853698
-3.464692,208,1521.55902
4.423608,269,1526.518909
4.07258,113,1528.674468
8.487911,113,1530.908692
31.563536,319,1536.645636
12.101938,295,1541.94969
5.43029,129,1544.480105
24.257373,101,1546.27889
2.988504,238,1550.694586
4.744933,91,1552.544075
26.621943,133,1555.150907
8.203197,196,1558.8323
-7.077601,61,1559.887722
3.425678,76,1561.299841
32.608391,467,1569.959545
4.192085,89,1571.534214
16.932092,184,1575.106844
2.433973,259,1579.713368
3.925142,90,1581.413261
8.945756,131,1583.835826
-6.883599,214,1587.831107
3.958103,95,1589.457497
-1.994418,55,1590.447834
-3.681405,245,1594.812899
3.69654,89,1596.377938
26.151129,149,1599.094182
3.260914,77,1600.468643
-4.772844,58,1601.5077
23.903987,101,1603.339107
8.693461,237,1608.094079
-0.974281,58,1609.238355
4.234013,79,1610.738026
5.647445,179,1613.987433
6.437362,143,1616.696912
8.006042,108,1618.76087
7.919167,134,1621.211564
6.573207,144,1623.773059
24.212264,101,1625.615368
36.374016,458,1633.673747
3.713749,88,1635.290528
1.145089,250,1639.627919
16.072887,183,1642.806785
0.980544,68,1643.997745
24.267544,101,1645.895593
1.535188,65,1647.12764
2.247188,170,1650.481181
2.586505,328,1656.644325
18.495809,194,1660.123451
-6.519441,35,1660.745891
9.608338,172,1663.840686
25.014319,111,1666.014099
6.978396,139,1668.841254
2.226041,290,1674.385253
12.189304,246,1679.191932
-1.004454,54,1680.166721
2.253918,184,1683.454087
2.136386,75,1684.825302
8.309288,260,1689.558256
4.407944,267,1694.46766
8.917983,131,1697.021417
3.228549,340,1704.022811
24.280655,101,1706.412457
2.623005,186,1710.472789
5.592392,249,1715.444301
0.499933,233,1720.398104
-1.625102,233,1741.723287
3.077768,83,1744.018322
-0.611364,53,1746.432186
24.205933,101,1753.297259
0.523175,53,1755.44839
7.192732,137,1763.282766
24.037573,111,1772.975421
-7.281507,24,1774.953066
0.328188,212,1783.964872
23.715359,106,1787.954522
0.597399,216,1797.537791
5.501041,81,1800.224385
8.424186,207,1807.358013
-7.617884,177,1812.914386
24.08756,101,1817.91118
2.572192,204,1829.669201
-6.258949,206,1841.653219
-9.345789,165,1849.65845
6.067884,122,1855.167964
1.910312,269,1872.840279
2.90423,265,1888.662535
23.94025,113,1891.665981
-7.602862,20,1892.153144
5.91218,331,1912.546095
24.212366,101,1920.816401
5.145946,81,1925.702865
-9.359001,140,1934.08954
-8.024408,4,1934.242331
3.547629,87,1937.45064
24.056232,101,1944.112237
-8.160096,158,1952.752588
-2.26345,58,1956.097347
-0.245251,215,1969.801062
-9.652518,148,1981.49902
1.99977,62,1983.386549
-12.261845,216,1991.716624
10.331478,251,2003.642098
-9.911261,121,2010.295251
30.43813,339,2021.860242
-2.662592,253,2030.165648
0.083263,224,2038.384098
3.647363,95,2041.195814
10.406773,188,2048.019673
-9.627934,125,2052.890543
6.187951,155,2059.355707
4.065922,108,2063.503746
5.652136,99,2066.674497
-8.585367,182,2075.388241
6.424142,145,2082.012725
24.685384,152,2090.345622
7.698336,106,2096.385853
29.06296,254,2117.275421
3.895938,92,2122.678185
4.122041,106,2125.897524
1.916829,259,2140.008432
-2.441005,169,2145.948115
-2.503739,59,2151.369375
24.232764,101,2162.047809
24.190964,101,2170.086466
2.119116,193,2183.564467
24.055213,196,2198.934552
1.946066,310,2225.269626
-2.273758,38,2228.022843
0.071421,286,2243.781897
24.11754,101,2249.82907
-6.084922,182,2256.858364
23.93456,101,2262.076792
26.54849,176,2269.357076
-15.425437,170,2276.801716
-10.031936,101,2283.219103
3.519975,93,2286.748237
4.13016,250,2295.765832
-3.489732,240,2303.708887
1.679246,72,2305.970348
1.726306,64,2308.59734
14.255205,361,2328.503463
23.767102,101,2332.571351
4.819518,176,2340.191772
3.461841,280,2354.139407
4.469352,129,2357.633363
3.986713,140,2362.577241
-2.070277,47,2364.091782
6.257213,332,2374.680238
2.323505,98,2377.919669
2.434743,79,2380.092455
27.734736,201,2386.067302
25.042303,115,2389.140396
27.179853,239,2395.583344
11.929771,102,2399.531798
23.966091,101,2402.520938
-0.963643,109,2405.381402
3.207101,69,2407.460324
6.496309,87,2409.94238
2.019541,68,2411.814404
4.626681,322,2421.546301
3.820143,72,2428.244358
15.84966,156,2438.643136
3.943205,230,2450.009587
10.330483,120,2457.331998
-0.333619,194,2470.469592
27.88518,191,2494.613506
23.928545,101,2498.124463
3.625567,228,2509.112127
6.293953,213,2518.173705
3.393587,70,2521.560141
2.113399,315,2536.622436
23.872419,101,2543.178729
2.152568,63,2545.282431
-2.879442,56,2546.720775
-5.799723,39,2547.720022
6.058227,311,2555.585931
3.905237,97,2557.537629
23.860505,101,2560.419536
0.716961,208,2570.669935
3.090624,97,2573.339347
24.105499,101,2575.61895
23.479868,101,2577.632236
26.676674,198,2581.938276
21.412867,500,2592.203772
-8.871903,134,2594.949507
5.140568,77,2596.556186
2.605585,66,2597.76732
-1.630334,175,2601.041024
18.43132,213,2604.989045
-6.267296,44,2605.786388
-9.973223,107,2607.673271
-2.845129,46,2608.503285
2.843855,182,2612.207772
3.999556,84,2613.72101
3.622451,87,2615.273407
5.331906,159,2618.485953
1.603983,58,2619.544133
24.335708,101,2621.598394
2.662846,81,2623.297224
3.861852,244,2628.381376
3.562053,91,2630.628792
4.077438,286,2639.000818
8.096253,111,2643.49851
4.668545,254,2657.195232
-8.39803,146,2662.049258
-5.946189,50,2664.259909
24.913244,108,2668.99125
-7.030065,52,2671.161831
27.3916,188,2678.085312
0.674443,276,2687.167494
-10.033288,101,2690.599953
-2.172884,221,2697.550458
-9.576645,170,2702.531658
9.848378,169,2707.036541
2.129086,192,2711.739695
28.988751,264,2718.044445
-9.677171,169,2721.74479
-4.953966,205,2726.199693
9.21994,406,2734.978795
23.547085,107,2737.091671
3.437726,110,2739.364403
-8.537455,101,2741.385961
25.829233,253,2746.544698
7.083908,164,2749.982875
7.339273,247,2755.156923
2.950518,65,2756.599044
-8.05816,15,2756.917704
4.428006,105,2759.170005
-6.714698,49,2760.208597
11.952626,105,2762.87248
3.649339,86,2764.9888
3.552719,89,2767.395584
1.292146,300,2775.386846
-6.082496,40,2776.31978
2.694861,74,2777.999084
1.935538,179,2782.29599
24.255634,101,2784.690266
6.358417,205,2791.619061
9.341231,361,2801.928446
23.142975,101,2804.674962
-2.845266,78,2806.809188
-9.908715,114,2810.155266
28.801772,205,2815.830629
17.658381,179,2820.860986
1.241154,234,2828.7973
-7.234093,37,2829.855227
1.554857,189,2836.343031
3.628502,251,2844.885805
24.043814,101,2847.546407
25.474198,135,2851.435401
9.925361,193,2856.591191
2.673769,75,2858.385631
3.303083,91,2861.019103
6.523254,180,2865.297809
3.59871,88,2867.25239
29.003394,330,2874.305248
24.327369,101,2876.436156
4.831526,130,2879.160986
-4.805869,51,2880.259955
3.557736,89,2882.259543
-7.0768,66,2883.624064
3.437275,220,2888.298046
3.409708,223,2892.884254
8.185619,170,2896.516333
-7.19085,113,2898.865766
12.011726,142,2901.898962
3.295747,87,2903.710748
13.569845,147,2907.012514
0.588941,209,2911.781049
5.330135,160,2915.416465
24.186985,101,2917.845371
-4.22263,54,2919.07097
3.294843,86,2921.006363
3.879576,92,2923.303876
4.892665,111,2925.987571
-4.425922,41,2926.96732
4.326005,121,2929.972469
0.006754,149,2933.792003
1.54224,305,2942.004568
-4.539101,56,2943.612937
-2.692719,85,2945.805296
8.169378,153,2950.334752
2.714879,74,2952.407829
0.711333,185,2958.222159
0.15939,183,2963.872635
-2.474784,287,2974.037801
-0.014376,207,2980.390601
9.539076,404,2991.405363
4.234528,197,2995.931317
2.312334,111,2998.363957
