#{"t_start": 1764605362.1093168, "env_id": "None"}
r,l,t
-5.240186,139,5.270104
-12.044588,91,7.207764
-4.431172,157,10.799262
-5.935795,177,15.092978
-0.35879,179,19.720666
2.165147,147,23.741352
-9.361682,158,28.23775
-4.335175,150,32.651472
-7.862715,140,37.609118
-2.46561,194,47.093221
-13.528827,106,51.636739
-2.113423,150,56.762537
-5.834544,156,62.453528
-1.943391,170,69.993619
-4.022368,141,73.523508
-10.738833,101,75.849395
-0.263483,152,80.973585
-10.74018,66,84.149884
-9.761118,146,88.6378
-14.373027,110,91.713229
5.57573,159,96.034369
-10.707175,69,97.931178
-2.055088,146,101.80929
-10.926769,94,104.221777
3.02293,146,108.104662
-14.829031,99,110.65109
-2.631399,164,114.943079
4.151895,96,118.025998
-4.819051,137,121.416163
-3.492011,134,125.916798
-3.911942,131,131.829621
-11.729369,112,137.924504
-10.999837,80,141.640442
-3.913604,159,148.641446
-4.299684,138,154.866749
-10.572634,127,160.824296
-10.572135,100,165.243822
-0.037441,171,172.984337
-2.166321,160,180.537774
-10.500495,68,184.493782
-5.296266,163,193.337841
-4.797863,136,198.388387
14.510567,181,205.492337
-5.123871,268,214.594195
-2.693529,158,221.68522
-5.430849,204,231.705292
-5.641241,161,236.273878
-2.023254,159,240.763959
-5.988157,133,245.446145
-4.219087,148,249.855681
-10.784485,102,253.18398
-15.45,89,256.194716
-6.512726,151,260.409109
-3.297332,132,263.868802
-3.778828,143,269.140706
2.308103,143,273.535444
-4.731137,162,279.208524
-5.267751,164,286.057492
-5.174586,173,292.798529
3.331414,161,297.88748
-4.978833,182,304.470361
-5.374336,152,309.927669
-6.738081,141,314.122682
-2.911505,164,318.386676
0.213226,162,323.30229
-0.993487,144,327.987512
-4.511314,156,332.659101
-14.184906,155,337.324425
-4.237155,149,342.059314
-2.399008,47,343.227616
-2.958913,199,348.4044
3.876117,165,353.024657
-6.221042,122,356.025349
-9.925721,109,358.442726
-6.458849,177,363.454084
-4.917376,139,367.208843
0.313618,135,371.15038
7.20029,195,377.181425
-3.570622,266,384.527485
-6.512644,228,391.111441
-8.855847,252,397.782244
-7.764743,146,403.855378
-7.836999,322,413.99603
-10.755348,120,417.364114
-10.163027,90,419.943031
-8.263979,167,424.866457
-0.700285,111,428.072218
-4.913914,180,434.26396
-7.156293,119,439.757626
-9.55579,122,447.583268
-8.33508,189,459.440375
-12.853879,130,465.46165
-7.782744,226,482.855955
15.037628,500,513.896093
-6.452907,186,526.985655
-8.394003,157,537.368328
-7.055325,220,552.58116
-13.77263,137,560.72405
-9.238988,94,566.815238
-0.094286,177,579.527727
-3.257456,173,590.633014
-0.080814,372,611.853141
-6.797734,250,625.508655
-4.384551,173,636.283746
3.562889,395,666.593927
21.830549,500,695.982145
-8.42054,198,704.134884
2.382269,123,707.889621
-8.534005,152,712.823444
-1.133351,277,721.60189
3.765461,192,727.158863
-7.909458,208,733.232751
-4.586986,243,740.503245
-14.262694,337,751.333376
-3.247947,94,754.487712
-9.017654,134,759.175942
-5.888381,66,761.751827
9.026712,195,769.936688
2.711887,391,784.378092
5.364892,333,799.510258
-6.52396,169,824.665377
3.500906,388,845.961463
-6.166995,172,851.963656
-5.423387,270,860.916228
-6.798662,177,866.083597
-1.792129,259,874.042231
-0.718084,342,885.207265
11.635511,103,887.840793
2.259293,376,898.176211
16.491222,500,912.314526
1.104812,267,921.270011
1.420812,372,933.174108
13.854175,185,939.482382
8.472303,406,955.098683
-9.215752,24,955.940807
-1.818409,192,964.64606
-2.135382,198,972.023597
-0.764806,204,979.042698
0.875087,335,989.243546
4.294688,108,992.357391
2.252613,333,1001.341917
-0.544459,222,1006.990451
5.947288,169,1011.203636
1.12038,294,1018.82337
2.442635,302,1027.410892
8.24282,182,1032.452788
1.679136,266,1040.010923
-5.827298,100,1042.917848
6.476097,288,1051.951179
1.737523,312,1062.298405
9.147404,247,1070.854223
5.307365,130,1075.561483
1.402931,89,1078.78629
1.448849,299,1090.679113
11.386071,429,1106.090027
-0.963877,123,1109.7614
-9.149686,182,1115.148972
-9.873921,153,1119.652442
0.386919,72,1121.562264
2.972585,75,1123.506701
7.735779,187,1128.209754
-2.283534,83,1130.317274
-1.658406,281,1137.547656
-8.784424,19,1138.00791
-0.343497,128,1141.571545
30.34382,454,1153.808281
3.790599,79,1156.020816
-0.659029,60,1157.674958
-0.561632,123,1161.206294
3.954752,319,1184.842137
29.779549,500,1225.292579
-2.286464,200,1233.152724
29.724618,401,1246.208536
12.506776,292,1254.492234
0.78573,235,1260.746391
16.053618,500,1274.301812
-0.960816,314,1282.544456
31.782508,422,1293.851044
23.113185,500,1308.375126
-1.160791,111,1311.695587
2.083114,62,1313.578483
23.00967,500,1329.792036
19.435561,500,1348.936097
23.217581,500,1369.324605
28.368834,500,1387.046911
-7.629123,9,1387.353002
13.543211,199,1393.412968
2.624409,241,1400.152648
-4.593209,212,1405.878844
0.815353,80,1407.989867
-1.720823,261,1414.660645
-0.118965,386,1424.882107
32.648227,454,1437.374542
-1.286588,175,1442.461856
-0.422531,162,1447.347951
8.340657,500,1462.959449
3.248263,159,1468.275053
2.147202,256,1477.31494
3.925101,307,1489.156389
31.150094,431,1505.926581
3.423945,320,1516.422686
-0.199265,294,1524.879809
2.577951,98,1527.594171
-6.106759,60,1529.245609
22.909683,500,1542.356264
29.807294,262,1549.30035
4.266202,477,1562.927791
2.79149,101,1565.747836
26.993815,189,1571.074986
34.90033,488,1586.501107
-0.062652,184,1592.605341
-1.244778,57,1594.693649
19.49691,205,1601.856589
6.984682,202,1609.246099
0.757328,184,1616.351073
-0.19278,64,1618.935939
28.648318,197,1627.148316
-1.532677,232,1636.266383
24.063141,500,1652.010985
0.401166,274,1659.739991
0.628471,193,1664.84467
12.714572,455,1676.620273
-1.163737,203,1682.10227
1.600201,64,1683.904698
3.575336,298,1691.999316
28.804184,212,1697.91497
-9.717488,134,1701.801209
10.937188,370,1712.925963
2.428276,64,1715.012078
31.398391,423,1728.695625
-5.730009,24,1729.605113
2.374273,85,1732.588691
0.557637,93,1735.905952
1.412159,59,1738.035196
-5.698904,55,1740.197734
31.359501,337,1753.053227
8.426162,157,1759.344762
28.435958,225,1768.800553
-1.676276,198,1776.008287
0.0396,226,1783.022539
5.377306,422,1794.959525
32.930106,374,1804.964527
3.614175,122,1808.053292
0.607092,78,1810.003595
3.570926,246,1816.483081
-6.236454,48,1817.725528
1.565496,73,1819.688802
2.972722,68,1821.52753
24.033929,101,1824.253036
2.74753,65,1826.013622
-10.561517,93,1828.515331
29.435314,480,1842.547911
14.033947,357,1853.316179
18.535496,295,1862.978538
0.095922,58,1865.183117
2.167028,86,1868.233452
-8.922356,124,1872.566236
1.953887,67,1875.003842
23.683648,500,1894.648511
-6.127995,182,1902.18345
30.948585,309,1913.23676
2.221347,63,1915.18286
-0.484014,260,1922.932215
-3.012239,70,1924.996151
1.567648,82,1927.327946
30.658732,267,1934.656291
-9.312405,118,1937.732436
-6.747813,168,1942.061493
-6.66354,206,1947.457553
-0.40352,322,1956.656115
26.195367,190,1961.967192
2.922682,217,1968.177471
-10.183117,206,1974.430818
2.446535,230,1981.863472
2.355836,251,1990.255378
18.830366,134,1994.819813
8.545107,406,2009.493525
16.354751,138,2015.404083
-0.892474,173,2022.875331
28.221287,271,2033.522557
23.918603,101,2037.112086
9.178469,339,2048.036303
2.145628,84,2050.466454
-7.69157,230,2056.877062
26.144323,176,2062.002609
35.24652,351,2071.600793
9.511652,195,2076.847852
-10.046979,101,2079.596638
-1.185455,267,2086.858885
1.16917,57,2088.424954
30.285052,287,2096.536624
